payment_method_Mailed check,paperless_billing_Yes,senior_citizen,online_security_Yes,payment_method_Electronic check,payment_method_Credit card (automatic),tech_support_Yes,gender_Male,online_backup_Yes,type_Two year,dependents_Yes,streaming_movies_Yes,total_charges,partner_Yes,monthly_charges,type_One year,churn
True,True,0,False,True,False,False,True,False,False,True,False,80.46116487690477,True,80.46116487690477,False,1
True,False,0,False,False,False,False,False,False,False,False,True,35.05,False,35.05,False,1
False,True,0,True,True,False,False,False,True,False,False,True,1971.1691282482327,False,74.07949461695787,False,1
False,True,1,False,True,False,False,True,True,False,False,True,3174.302819311812,True,88.59855968989163,False,1
True,False,0,False,False,False,False,True,False,False,False,False,19.641862030707063,False,19.641862030707063,False,1
False,True,0,False,False,False,False,False,False,False,True,False,1623.15,True,23.3,True,0
True,True,1,True,False,False,True,True,False,False,False,True,7610.1,True,110.55,True,0
False,True,0,True,True,False,True,False,False,False,False,True,3754.6,True,99.2,True,1
False,True,0,False,True,False,False,True,False,False,False,False,69.87020613134383,False,69.87020613134383,False,1
True,True,0,True,False,False,True,False,True,True,False,True,5129.3,True,81.3,False,0
False,True,1,False,False,False,False,True,False,False,False,False,343.95,True,79.9,False,1
False,True,0,False,False,False,False,True,False,False,False,False,20.2,False,20.2,False,1
False,True,0,False,False,True,False,False,False,False,True,True,5515.45,True,99.8,True,0
False,False,0,False,True,False,True,True,False,False,False,False,1611.65,False,59.45,False,0
False,True,0,False,True,False,True,True,True,False,False,False,2184.6,False,85.2,True,0
False,True,0,True,False,False,False,False,True,False,False,True,4162.05,True,104.45,True,0
False,True,0,False,True,False,False,True,True,False,False,True,6127.1124397087015,False,97.21501595538032,True,1
False,True,0,False,True,False,False,False,False,False,False,True,800.8234380954704,False,77.49873855240315,False,1
False,True,0,False,True,False,False,True,True,False,False,True,673.25,False,99.8,False,1
False,False,0,False,True,False,False,False,False,False,False,False,45.8,False,45.8,False,1
False,True,0,False,True,False,False,False,False,False,False,True,317.25,False,79.15,False,1
False,True,0,True,False,True,True,True,False,True,False,True,7616.0,True,108.55,False,0
True,True,0,False,False,False,False,True,False,False,False,False,70.6,False,70.6,False,0
False,True,0,False,True,False,False,True,True,False,False,True,5364.8,False,103.05,False,0
True,True,0,False,True,False,False,True,False,False,False,False,50.463568542534496,False,50.463568542534496,False,1
False,True,0,True,True,False,True,True,True,False,False,True,5616.854491085985,True,100.03846977470153,True,1
False,True,0,False,True,False,False,False,False,False,False,False,4144.9,False,73.1,False,0
False,True,0,False,False,False,False,True,True,False,False,False,2597.2697596805556,False,72.70474424999976,True,1
False,True,0,True,False,False,True,False,True,True,True,True,7723.9,True,114.2,False,1
False,False,0,True,False,False,True,False,True,True,True,True,4575.35,True,65.7,False,0
False,True,0,False,True,False,True,False,False,False,True,True,2531.4,True,79.15,True,0
False,True,0,False,False,False,True,True,True,True,True,True,5293.20505825458,True,107.73316948701355,True,1
False,False,0,False,True,False,False,False,False,False,False,False,99.6,False,19.55,True,0
False,True,0,False,False,True,True,False,True,False,True,True,1208.35,True,89.65,False,1
False,True,0,False,False,False,False,True,False,True,True,False,1230.9,True,24.05,False,0
True,False,0,False,False,False,False,True,False,False,False,False,62.0,False,24.85,False,0
False,False,0,False,False,True,False,True,False,True,True,False,1218.45,True,20.65,False,0
False,True,0,True,True,False,False,True,False,False,False,True,95.03270196358078,True,95.03270196358078,False,1
True,True,0,False,True,False,False,True,False,False,False,True,86.36621694386908,False,86.36621694386908,False,1
False,True,0,True,True,False,True,False,True,False,False,True,7365.7,False,118.6,True,0
False,True,0,True,True,False,False,True,False,False,False,False,1139.156276264596,False,65.15481608830726,False,1
True,True,0,False,False,False,False,False,False,False,True,False,937.5,False,55.85,True,1
False,True,0,False,True,False,True,True,False,False,False,False,1715.65,False,55.25,False,1
False,False,0,True,False,False,False,False,True,False,True,False,5598.3,True,84.8,True,0
True,False,0,False,False,False,False,True,False,False,False,False,181.8,False,20.4,False,0
False,True,0,True,True,False,True,False,False,False,False,False,355.0749570011748,True,62.282673985490845,False,1
False,True,0,False,False,False,False,True,True,False,False,False,393.45,True,49.55,False,0
True,False,0,True,False,False,False,False,False,False,False,False,123.05,False,50.95,False,0
False,False,1,False,False,False,False,False,False,False,False,False,2838.55,True,51.65,False,0
False,True,0,False,True,False,False,True,False,False,False,True,1444.65,False,93.35,False,1
False,True,0,True,False,True,True,True,True,True,True,True,4719.75,True,64.8,False,0
False,True,0,False,True,False,False,True,False,False,False,True,130.66886746067348,False,41.53502163269614,False,1
False,True,0,False,True,True,True,True,False,False,True,True,450.5312167400302,False,66.80784552044267,False,1
False,True,0,False,True,True,False,False,True,False,True,True,913.2725731020336,True,84.6082813999393,False,1
False,True,0,False,True,False,False,True,True,False,False,False,815.3678664927068,True,75.80286172889278,False,1
True,True,0,False,True,False,False,True,False,False,False,False,66.32802891676214,False,24.305117905739582,False,1
False,True,0,False,False,True,False,False,False,False,False,False,55.0,False,55.0,False,1
True,False,0,True,False,False,True,False,False,False,False,True,202.25,False,48.25,False,0
True,False,0,True,False,False,False,True,False,False,False,False,1199.4,False,69.5,False,0
False,True,1,False,True,False,False,True,False,False,False,False,70.08061607933608,True,70.08061607933608,False,1
False,False,1,False,False,False,False,False,False,False,False,False,548.8,True,25.6,True,0
True,False,0,False,False,False,False,True,False,False,False,False,545.0393748984868,False,73.91593765226976,False,1
False,True,0,False,False,True,True,False,True,True,True,True,4542.35,True,75.95,False,0
False,False,0,False,True,False,True,True,False,False,False,False,770.5,False,86.25,False,0
False,False,0,False,False,True,False,False,False,False,True,False,320.4,True,69.95,False,0
False,True,0,True,True,False,False,True,True,False,False,True,5275.844298753481,True,103.85648294493714,False,1
False,True,0,False,True,True,False,False,True,False,False,True,4003.022486316857,False,98.03479100966389,False,1
True,True,0,False,False,True,False,False,False,False,False,True,85.52374137748679,False,85.52374137748679,False,1
False,False,0,False,True,False,False,True,False,False,True,False,1174.8,True,24.9,True,0
False,True,0,True,False,False,True,True,False,False,False,False,2188.45,True,44.45,True,0
True,True,0,False,True,False,False,False,False,False,False,False,59.52769130390939,False,19.637051449348434,False,1
False,True,0,False,False,False,True,True,False,False,False,True,827.45,False,95.9,False,0
False,True,0,False,False,False,False,True,False,True,True,False,313.0,True,25.4,False,0
False,True,0,False,True,False,False,True,True,False,True,False,484.05,False,50.1,False,0
False,True,0,False,False,False,True,False,False,True,False,True,5662.25,True,80.45,False,0
False,True,0,False,True,False,False,True,False,False,False,True,165.33305216195848,False,85.23060632867431,False,1
False,True,0,True,True,False,False,False,False,False,False,True,5276.1,True,94.75,True,0
False,False,1,False,True,False,False,False,False,False,False,False,434.1,False,74.4,False,1
False,True,0,False,True,False,True,True,True,False,False,True,318.6,False,107.95,False,0
True,True,0,True,False,False,False,True,False,False,False,False,524.5,False,51.65,False,0
False,False,0,True,False,False,False,True,False,False,True,False,938.65,True,30.4,True,0
True,False,0,False,False,False,False,False,False,False,True,False,221.7,False,46.0,False,1
True,True,0,False,True,False,True,True,False,False,False,False,51.73893981071054,False,51.73893981071054,False,1
False,True,0,True,False,False,True,True,True,True,True,False,5388.15,True,75.75,False,0
False,True,0,False,False,True,True,True,False,False,False,False,109.25,False,50.2,False,0
False,True,1,False,True,False,False,False,True,False,False,True,6851.65,True,100.2,False,1
True,False,0,False,False,False,False,False,False,True,False,False,826.0,False,20.15,False,0
False,True,0,False,True,False,False,False,True,True,False,True,5941.05,False,99.65,False,0
False,True,1,False,True,False,False,False,True,False,False,True,560.6,False,98.25,False,1
False,True,0,False,True,False,False,True,False,False,False,False,74.87975346208296,False,74.87975346208296,False,1
False,True,0,False,True,False,False,True,False,False,False,True,475.9676091624982,False,86.93128255129045,False,1
False,True,0,False,False,False,False,True,True,False,False,True,4853.75,True,99.05,False,1
False,True,0,True,True,True,False,True,True,False,True,True,3197.0493505919317,True,99.7189033201793,False,1
True,False,0,False,False,False,False,True,False,False,False,False,220.75,False,44.55,False,0
False,True,0,True,True,False,True,True,False,False,False,True,4445.3,False,95.4,False,0
True,True,0,True,False,False,False,True,False,False,True,True,4035.8664739324713,True,83.70278016737058,True,1
False,True,0,False,True,False,False,False,False,False,True,True,1258.6,True,87.25,False,1
False,False,0,False,False,False,False,False,False,False,False,False,641.15,True,19.4,False,0
False,True,0,False,True,False,True,True,False,False,False,True,2122.45,False,96.0,False,1
True,False,0,False,False,False,False,False,False,False,False,False,20.9,False,20.9,False,0
False,True,0,False,True,False,False,True,True,False,False,False,824.8920420254912,True,74.60980716862787,False,1
False,True,0,False,True,False,False,True,False,False,False,True,329.95,False,100.95,False,1
False,True,0,True,True,False,True,False,False,False,True,False,503.21219194616356,True,78.54416349071704,False,1
False,True,0,False,False,False,False,True,False,True,False,False,1234.8,True,19.95,False,0
False,True,0,True,False,True,True,True,False,False,False,True,7138.65,False,110.0,True,0
False,True,0,True,False,True,True,True,True,False,False,False,4126.2,False,81.15,True,0
False,True,0,False,True,False,True,True,False,False,True,False,470.7482821884051,True,83.84683629930038,False,1
True,False,0,True,False,False,True,True,False,False,False,False,107.25,False,41.35,False,0
False,False,0,False,True,False,False,False,False,False,True,False,639.45,True,46.3,False,0
False,True,0,False,True,True,True,False,True,False,True,True,1211.922399406454,True,91.8427141184441,False,1
False,False,0,True,True,False,False,False,False,True,False,True,3237.05,False,53.6,False,0
False,True,0,False,True,False,False,False,False,False,False,False,70.18332196743057,False,70.18332196743057,False,1
False,True,0,True,True,False,False,True,True,False,True,True,3009.5669785250025,True,64.47750142806441,True,1
False,True,0,False,True,False,False,True,False,False,False,True,88.64600437518484,False,88.64600437518484,False,1
False,True,1,False,True,False,False,False,False,False,False,False,74.2,False,74.2,False,1
False,False,0,True,False,True,True,False,True,True,True,True,7008.15,True,115.1,False,0
False,True,0,False,False,False,True,True,False,True,True,True,4990.25,True,96.25,False,1
False,False,0,True,True,False,False,True,False,False,False,False,632.95,True,75.0,False,1
False,True,0,False,False,False,False,True,False,False,False,False,305.55,False,72.2,False,1
False,True,0,False,True,False,False,False,False,False,False,False,2193.0,False,80.7,False,0
False,False,0,False,True,False,False,True,False,False,False,True,79.7097000992346,False,79.7097000992346,False,1
False,False,0,True,False,False,True,True,True,True,False,True,5708.2,False,80.6,False,0
False,True,0,False,True,False,True,True,True,False,False,True,3184.25,True,60.45,True,1
True,True,0,False,False,False,False,True,False,False,False,False,63.795073161065716,False,19.810680893805507,False,1
True,False,0,False,False,False,False,False,False,False,True,False,231.94715769548617,True,19.324626289521788,True,1
